_c0,Name,City,Cuisine Style,Ranking,Rating,Price Range,Number of Reviews,Reviews,URL_TA,ID_TA,rank
1700,El Greco,Athens,[ 'Greek' ],1702.0,2.0,$$$$,27.0,"[ [ 'Lovely food with very friendly service', 'Near the acropolis and a lovely place' ], [ '10/16/2017', '10/02/2017' ] ]",/Restaurant_Review-g189400-d3862721-Reviews-El_Greco-Athens_Attica.html,d3862721,1
7783,La Petite Champagnerie,Barcelona,"[ 'International', 'Spanish' ]",,-1.0,$,,"[ [  ], [  ] ]",/Restaurant_Review-g187497-d13173275-Reviews-La_Petite_Champagnerie-Barcelona_Catalonia.html,d13173275,1
7784,Les Dues Sicilies Rec Comtal,Barcelona,[ 'Italian' ],,-1.0,$$ - $$$,,"[ [  ], [  ] ]",/Restaurant_Review-g187497-d13199631-Reviews-Les_Dues_Sicilies_Rec_Comtal-Barcelona_Catalonia.html,d13199631,1
7786,Vapiano,Barcelona,"[ 'Pizza', 'Mediterranean', 'Italian' ]",,-1.0,$$ - $$$,2.0,"[ [  ], [  ] ]",/Restaurant_Review-g187497-d13329685-Reviews-Vapiano-Barcelona_Catalonia.html,d13329685,1
7773,White Shisha Lounge,Barcelona,[ 'Delicatessen' ],7787.0,1.0,$$$$,,"[ [ 'Tourist extortion avoid' ], [ '11/26/2017' ] ]",/Restaurant_Review-g187497-d12457377-Reviews-White_Shisha_Lounge-Barcelona_Catalonia.html,d12457377,1
7776,El Rincon De Galicia,Barcelona,"[ 'Spanish', 'Asian' ]",7790.0,1.0,$$$$,4.0,"[ [ 'Ripped off. Dodgy food.' ], [ '09/16/2017' ] ]",/Restaurant_Review-g187497-d11838894-Reviews-El_Rincon_De_Galicia-Barcelona_Catalonia.html,d11838894,1
6362,Cafe MokannTi,Berlin,"[ 'German', 'African' ]",,-1.0,$,,"[ [  ], [  ] ]",/Restaurant_Review-g187323-d12249169-Reviews-Cafe_MokannTi-Berlin.html,d12249169,1
6370,Spazio - Italian Bistrot,Berlin,"[ 'Italian', 'Bar', 'Pub' ]",,-1.0,$,7.0,"[ [ 'Top products ,italian soul', 'The best place I hevee been, pelle really...' ], [ '01/09/2018', '01/09/2018' ] ]",/Restaurant_Review-g187323-d13344667-Reviews-Spazio_Italian_Bistrot-Berlin.html,d13344667,1
6246,ferris gastronomie,Berlin,"[ 'Italian', 'Pizza', 'European' ]",6248.0,2.0,$$ - $$$,98.0,"[ [ 'Just not the dame', 'Avoid this Place at all costs' ], [ '12/01/2017', '09/18/2017' ] ]",/Restaurant_Review-g187323-d3225042-Reviews-Ferris_gastronomie-Berlin.html,d3225042,1
6265,Gabriel,Berlin,[ 'German' ],6267.0,2.0,$$ - $$$,,"[ [ 'Finally a German Restaurant in the Simon-D...' ], [ '02/27/2008' ] ]",/Restaurant_Review-g187323-d940632-Reviews-Gabriel-Berlin.html,d940632,1
6289,Keyfi Sefa,Berlin,"[ 'Mediterranean', 'European', 'Turkish', 'Fusion' ]",6291.0,2.0,$$ - $$$,10.0,"[ [ 'Top sheesha experience!!', 'By far the worst customer experience of my...' ], [ '09/21/2017', '09/02/2017' ] ]",/Restaurant_Review-g187323-d12699280-Reviews-Keyfi_Sefa-Berlin.html,d12699280,1
6300,South Dakota,Berlin,[ 'American' ],6302.0,2.0,$$ - $$$,8.0,"[ [ 'Very nice burger' ], [ '10/06/2015' ] ]",/Restaurant_Review-g187323-d8512758-Reviews-South_Dakota-Berlin.html,d8512758,1
608,borchardt,Berlin,"[ 'French', 'German', 'Austrian', 'European', 'Central European', 'Vegetarian Friendly' ]",609.0,3.5,$$$$,1399.0,"[ [ 'Very good schnitzel', 'Dinner' ], [ '01/03/2018', '12/30/2017' ] ]",/Restaurant_Review-g187323-d692568-Reviews-Borchardt-Berlin.html,d692568,1
1192,Grosz,Berlin,"[ 'French', 'European', 'Central European', 'International', 'Vegetarian Friendly', 'Gluten Free Options' ]",1194.0,3.5,$$$$,367.0,"[ [ 'Pity about the waitress', 'Sound' ], [ '11/19/2017', '10/30/2017' ] ]",/Restaurant_Review-g187323-d3727880-Reviews-Grosz-Berlin.html,d3727880,1
1403,Grace,Berlin,"[ 'European', 'Vegetarian Friendly' ]",1405.0,3.5,$$$$,191.0,"[ [ 'Extortionate prices - mediocre food', 'Cool place good food BAD SERVICE' ], [ '10/02/2017', '08/03/2017' ] ]",/Restaurant_Review-g187323-d7732614-Reviews-Grace-Berlin.html,d7732614,1
2053,Nocti Vagus,Berlin,"[ 'European', 'Vegetarian Friendly' ]",2055.0,3.5,$$$$,174.0,"[ [ 'Good food and service but disappointing en...', 'Good but not perfect' ], [ '11/12/2017', '04/12/2017' ] ]",/Restaurant_Review-g187323-d782140-Reviews-Nocti_Vagus-Berlin.html,d782140,1
4416,La Raclette,Berlin,"[ 'French', 'Swiss' ]",4418.0,3.5,$$$$,64.0,"[ [ 'Very unsatisfying restaurant experience', 'Very unsatisfying' ], [ '06/06/2017', '08/01/2016' ] ]",/Restaurant_Review-g187323-d946353-Reviews-La_Raclette-Berlin.html,d946353,1
5460,Ana e Bruno,Berlin,"[ 'Mediterranean', 'Italian', 'Vegetarian Friendly' ]",5462.0,3.5,$$$$,67.0,"[ [ 'Delicious food served with pride in a cosy...', 'Nice!!!' ], [ '04/24/2016', '06/13/2015' ] ]",/Restaurant_Review-g187323-d695685-Reviews-Ana_e_Bruno-Berlin.html,d695685,1
5565,Beef Bar,Berlin,"[ 'Steakhouse', 'Mediterranean' ]",5567.0,3.5,$$$$,20.0,"[ [ 'Best steak of my life!', 'Mentally rude manager and staff, worst exp...' ], [ '01/17/2017', '05/04/2015' ] ]",/Restaurant_Review-g187323-d6701539-Reviews-Beef_Bar-Berlin.html,d6701539,1
884,Crepes Kiss Palacinky,Bratislava,[ 'French' ],886.0,1.0,$,,"[ [  ], [  ] ]",/Restaurant_Review-g274924-d8660552-Reviews-Crepes_Kiss_Palacinky-Bratislava_Bratislava_Region.html,d8660552,1
887,Im Lette,Bratislava,"[ 'European', 'Eastern European', 'Armenian' ]",889.0,1.0,$,,"[ [  ], [  ] ]",/Restaurant_Review-g274924-d11822289-Reviews-Im_Lette-Bratislava_Bratislava_Region.html,d11822289,1
843,Jimmy's,Bratislava,"[ 'European', 'Eastern European' ]",844.0,2.0,$$ - $$$,187.0,"[ [ 'There is better places in Bratislava than...', 'Good location but bad service' ], [ '07/18/2017', '07/12/2017' ] ]",/Restaurant_Review-g274924-d2282552-Reviews-Jimmy_s-Bratislava_Bratislava_Region.html,d2282552,1
862,Prasiatko,Bratislava,"[ 'Eastern European', 'European', 'Central European' ]",863.0,2.0,$$ - $$$,28.0,"[ [ 'I should have stuck with the Cabbage soup.', 'Terrible' ], [ '05/17/2017', '05/01/2017' ] ]",/Restaurant_Review-g274924-d10131373-Reviews-Prasiatko-Bratislava_Bratislava_Region.html,d10131373,1
863,Altstadt,Bratislava,"[ 'European', 'Central European' ]",864.0,2.0,$$ - $$$,11.0,"[ [ 'rip off', 'Overpriced and bad service' ], [ '01/09/2018', '12/30/2017' ] ]",/Restaurant_Review-g274924-d12502897-Reviews-Altstadt-Bratislava_Bratislava_Region.html,d12502897,1
29,UFO,Bratislava,"[ 'European', 'Central European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",30.0,4.0,$$$$,793.0,"[ [ 'Great views and drink selection', 'Very good view' ], [ '02/20/2018', '02/14/2018' ] ]",/Restaurant_Review-g274924-d697355-Reviews-UFO-Bratislava_Bratislava_Region.html,d697355,1
53,Kogo,Bratislava,"[ 'Italian', 'Seafood', 'Mediterranean', 'European', 'Central European', 'Vegetarian Friendly' ]",54.0,4.0,$$$$,313.0,"[ [ 'Fresh, tasty, big portions and vegan optio...', 'Lovely dinner' ], [ '02/24/2018', '09/09/2017' ] ]",/Restaurant_Review-g274924-d1112673-Reviews-Kogo-Bratislava_Bratislava_Region.html,d1112673,1
280,Elesko,Bratislava,"[ 'Central European', 'European', 'Wine Bar' ]",281.0,4.0,$$$$,59.0,"[ [ 'Closed, three days long', 'Modern winery' ], [ '09/30/2017', '01/03/2017' ] ]",/Restaurant_Review-g274924-d1735397-Reviews-Elesko-Bratislava_Bratislava_Region.html,d1735397,1
425,U mamicky,Bratislava,"[ 'Seafood', 'Mediterranean', 'European', 'Croatian' ]",426.0,4.0,$$$$,14.0,"[ [ 'the biggest cheat', 'Best Seafood in Bratislava - a MUST' ], [ '01/14/2013', '08/07/2011' ] ]",/Restaurant_Review-g274924-d1008150-Reviews-U_mamicky-Bratislava_Bratislava_Region.html,d1008150,1
2985,O'tacos,Brussels,[ 'Mexican' ],2986.0,1.5,$,18.0,"[ [ 'Never expect worse', 'Ow lord they did that taco wrong' ], [ '02/04/2018', '01/17/2018' ] ]",/Restaurant_Review-g188644-d12770536-Reviews-O_tacos-Brussels.html,d12770536,1
3009,Belga & Co,Brussels,[ 'European' ],,-1.0,$$ - $$$,,"[ [  ], [  ] ]",/Restaurant_Review-g188644-d13531979-Reviews-Belga_Co-Brussels.html,d13531979,1
3011,Bistrot Bocaux,Brussels,"[ 'French', 'Belgian', 'European', 'Soups' ]",,-1.0,$$ - $$$,2.0,"[ [  ], [  ] ]",/Restaurant_Review-g1136493-d13540474-Reviews-Bistrot_Bocaux-Ixelles_Brussels.html,d13540474,1
3000,la homarderie,Brussels,"[ 'Belgian', 'European' ]",2999.0,1.0,$$$$,2.0,"[ [  ], [  ] ]",/Restaurant_Review-g188644-d1117565-Reviews-La_homarderie-Brussels.html,d1117565,1
2429,Club9 Restaurant and Drink Bar,Budapest,"[ 'American', 'International', 'European', 'Hungarian' ]",2434.0,1.0,$,,"[ [  ], [  ] ]",/Restaurant_Review-g274887-d10733899-Reviews-Club9_Restaurant_and_Drink_Bar-Budapest_Central_Hungary.html,d10733899,1
2430,OSAKA Sushi & Wok Bar Budapest,Budapest,"[ 'American', 'International', 'European', 'Hungarian' ]",2435.0,1.0,$,,"[ [  ], [  ] ]",/Restaurant_Review-g274887-d12404168-Reviews-OSAKA_Sushi_Wok_Bar_Budapest-Budapest_Central_Hungary.html,d12404168,1
2431,Sercego Serpenyo,Budapest,"[ 'International', 'European', 'Hungarian' ]",2437.0,1.0,$,,"[ [  ], [  ] ]",/Restaurant_Review-g274887-d10751007-Reviews-Sercego_Serpenyo-Budapest_Central_Hungary.html,d10751007,1
2432,Kazan,Budapest,[ 'Fast Food' ],2438.0,1.0,$,,"[ [ 'Birthday party' ], [ '03/26/2016' ] ]",/Restaurant_Review-g274887-d7279200-Reviews-Kazan-Budapest_Central_Hungary.html,d7279200,1
2434,Dunakavics etterem es Bowling Klub,Budapest,"[ 'Pizza', 'Seafood', 'Mediterranean', 'European', 'Healthy', 'Hungarian' ]",2440.0,1.0,$,,"[ [  ], [  ] ]",/Restaurant_Review-g274887-d8538321-Reviews-Dunakavics_etterem_es_Bowling_Klub-Budapest_Central_Hungary.html,d8538321,1
2423,Anzo Menza,Budapest,"[ 'European', 'Hungarian' ]",2424.0,1.0,$$ - $$$,,"[ [  ], [  ] ]",/Restaurant_Review-g274887-d8819098-Reviews-Anzo_Menza-Budapest_Central_Hungary.html,d8819098,1
2416,Barba Pizza & Kitchen,Budapest,"[ 'Italian', 'European', 'Hungarian' ]",2417.0,1.5,$$$$,2.0,"[ [ 'Pizza and dessert delivered', 'Good Pizza but delivery is a DISASTER' ], [ '12/30/2017', '12/19/2017' ] ]",/Restaurant_Review-g274887-d13112130-Reviews-Barba_Pizza_Kitchen-Budapest_Central_Hungary.html,d13112130,1
1946,Dan Dan Restaurant,Copenhagen,"[ 'Chinese', 'Asian', 'Japanese', 'Sushi' ]",1951.0,1.5,$,26.0,"[ [ 'Health hazard!', 'Just nope' ], [ '12/11/2015', '11/23/2015' ] ]",/Restaurant_Review-g189541-d6825591-Reviews-Dan_Dan_Restaurant-Copenhagen_Zealand.html,d6825591,1
1959,Star Midnight Kebab-Grill,Copenhagen,"[ 'Grill', 'Middle Eastern' ]",1964.0,1.0,$$ - $$$,,"[ [  ], [  ] ]",/Restaurant_Review-g189541-d805474-Reviews-Star_Midnight_Kebab_Grill-Copenhagen_Zealand.html,d805474,1
1964,Karma Sushi Kodbyen,Copenhagen,"[ 'Japanese', 'Sushi' ]",,-1.0,$$$$,,"[ [ 'Nice atmosphere and friendly staff' ], [ '01/08/2018' ] ]",/Restaurant_Review-g189541-d12908220-Reviews-Karma_Sushi_Kodbyen-Copenhagen_Zealand.html,d12908220,1
1916,The Cafe at Debenhams,Dublin,"[ 'Cafe', 'British' ]",1922.0,2.0,$,14.0,"[ [ 'Patisserie Valerie-a huge disappointment', 'disappointing' ], [ '10/02/2017', '09/01/2017' ] ]",/Restaurant_Review-g186605-d10300492-Reviews-The_Cafe_at_Debenhams-Dublin_County_Dublin.html,d10300492,1
1923,O'Briens Irish Sandwich Cafe Dundrum Town Centre,Dublin,[ 'Cafe' ],1930.0,2.0,$,18.0,"[ [ 'Extremely average all round.', 'Good Breakfast Toastie' ], [ '10/11/2017', '07/04/2017' ] ]",/Restaurant_Review-g186605-d8506898-Reviews-O_Briens_Irish_Sandwich_Cafe_Dundrum_Town_Centre-Dublin_County_Dublin.html,d8506898,1
1924,Zambrero,Dublin,[ 'Mexican' ],1931.0,2.0,$,5.0,"[ [ 'Get your burrito somewhere else', 'Nice interior, food a disappointment' ], [ '10/03/2017', '05/28/2017' ] ]",/Restaurant_Review-g186605-d12431484-Reviews-Zambrero-Dublin_County_Dublin.html,d12431484,1
1951,Cusack's Restaurant,Dublin,[ 'Contemporary' ],1959.0,1.0,$$ - $$$,,"[ [ 'Horrendous' ], [ '04/13/2008' ] ]",/Restaurant_Review-g186605-d1314212-Reviews-Cusack_s_Restaurant-Dublin_County_Dublin.html,d1314212,1
1417,The Garden Room,Dublin,"[ 'Irish', 'European' ]",1421.0,3.5,$$$$,12.0,"[ [ 'Disappointed', 'Lovely setting but...other elements not qu...' ], [ '12/16/2017', '12/10/2017' ] ]",/Restaurant_Review-g186605-d12874493-Reviews-The_Garden_Room-Dublin_County_Dublin.html,d12874493,1
1745,Burger King - Fort Kinnaird,Edinburgh,[ 'Fast Food' ],1753.0,1.5,$,17.0,"[ [ 'Unbelievable', 'Drive thro service shocking' ], [ '10/21/2017', '10/12/2017' ] ]",/Restaurant_Review-g186525-d7994873-Reviews-Burger_King_Fort_Kinnaird-Edinburgh_Scotland.html,d7994873,1
1746,King Fisher,Edinburgh,"[ 'Fast Food', 'British' ]",1754.0,1.5,$,55.0,"[ [ '0/5 rating. DO NOT EAT HERE.', 'WORST CUSTOMER SERVICE EVER' ], [ '12/10/2017', '12/04/2017' ] ]",/Restaurant_Review-g186525-d5615994-Reviews-King_Fisher-Edinburgh_Scotland.html,d5615994,1
1756,The Pizza King,Edinburgh,"[ 'American', 'Italian', 'Pizza' ]",1764.0,1.0,$$ - $$$,,"[ [ 'Oh dear.' ], [ '12/04/2015' ] ]",/Restaurant_Review-g186525-d5816356-Reviews-The_Pizza_King-Edinburgh_Scotland.html,d5816356,1
1478,Barburrito,Edinburgh,[ 'Mexican' ],1481.0,3.5,$$$$,14.0,"[ [ 'Evening quick snack supper', 'Mediocre at Best' ], [ '08/17/2017', '07/26/2017' ] ]",/Restaurant_Review-g186525-d11978531-Reviews-Barburrito-Edinburgh_Scotland.html,d11978531,1
1369,Nyaree Restaurant,Geneva,[ 'Thai' ],1376.0,2.5,$,14.0,"[ [ 'HORRIBLE!!! Terrible!!!', 'Good solution for eating in' ], [ '12/22/2017', '04/25/2016' ] ]",/Restaurant_Review-g188057-d6749625-Reviews-Nyaree_Restaurant-Geneva.html,d6749625,1
1372,Cafe Saint-Jean,Geneva,[ 'Pizza' ],1379.0,2.5,$,9.0,"[ [ 'Great location, lousy service' ], [ '07/14/2017' ] ]",/Restaurant_Review-g188057-d6720269-Reviews-Cafe_Saint_Jean-Geneva.html,d6720269,1
1395,Pizza 15,Geneva,"[ 'Italian', 'Pizza', 'European' ]",1402.0,2.5,$,51.0,"[ [ 'Very kind driver and lovely pizza', 'Their Pizza is something to try' ], [ '01/27/2017', '11/28/2016' ] ]",/Restaurant_Review-g188057-d6924205-Reviews-Pizza_15-Geneva.html,d6924205,1
1391,Domino's Pizza,Geneva,[ 'Pizza' ],1398.0,2.0,$$ - $$$,12.0,"[ [ 'Fairly not as good as expected...' ], [ '05/25/2017' ] ]",/Restaurant_Review-g188057-d810437-Reviews-Domino_s_Pizza-Geneva.html,d810437,1
1392,Wooden Hut,Geneva,"[ 'Asian', 'Thai' ]",1399.0,2.0,$$ - $$$,95.0,"[ [ 'Great food, horrible service', 'Avoid this place!' ], [ '12/11/2017', '11/23/2017' ] ]",/Restaurant_Review-g188057-d1045090-Reviews-Wooden_Hut-Geneva.html,d1045090,1
1226,GTR,Geneva,"[ 'Italian', 'French', 'Barbecue' ]",1232.0,3.0,$$$$,9.0,"[ [ 'Delicious' ], [ '10/20/2016' ] ]",/Restaurant_Review-g188057-d10820981-Reviews-GTR-Geneva.html,d10820981,1
1278,Laduree Geneve Cours de Rive,Geneva,[ 'French' ],1284.0,3.0,$$$$,2.0,"[ [ 'Not for people with lactose intolerances!' ], [ '05/10/2017' ] ]",/Restaurant_Review-g188057-d11952428-Reviews-Laduree_Geneve_Cours_de_Rive-Geneva.html,d11952428,1
1290,Broadway bar restaurant,Geneva,[ 'International' ],1296.0,3.0,$$$$,12.0,"[ [  ], [  ] ]",/Restaurant_Review-g188057-d2167479-Reviews-Broadway_bar_restaurant-Geneva.html,d2167479,1
2668,Le Buffet,Hamburg,[ 'International' ],2676.0,2.0,$,,"[ [  ], [  ] ]",/Restaurant_Review-g187331-d12932686-Reviews-Le_Buffet-Hamburg.html,d12932686,1
2674,Makarun,Hamburg,"[ 'Italian', 'Fast Food' ]",2682.0,2.0,$,,"[ [  ], [  ] ]",/Restaurant_Review-g187331-d12154836-Reviews-Makarun-Hamburg.html,d12154836,1
2579,Bei Teresa,Hamburg,"[ 'European', 'Central European', 'German' ]",2585.0,2.5,$$ - $$$,38.0,"[ [ 'A beer in the sun', 'Pratical' ], [ '10/23/2017', '09/27/2017' ] ]",/Restaurant_Review-g187331-d7251914-Reviews-Bei_Teresa-Hamburg.html,d7251914,1
2619,Yin Yang Restaurant,Hamburg,"[ 'Sushi', 'Asian', 'Chinese', 'Vegetarian Friendly' ]",2626.0,2.5,$$ - $$$,55.0,"[ [ 'Really bad service', 'Salty sushi, bitter intimidating waitress' ], [ '08/21/2016', '08/07/2016' ] ]",/Restaurant_Review-g187331-d1342711-Reviews-Yin_Yang_Restaurant-Hamburg.html,d1342711,1
2621,Steak Fisch & Schnitzelhaus,Hamburg,"[ 'German', 'European', 'Central European', 'Vegetarian Friendly' ]",2628.0,2.5,$$ - $$$,94.0,"[ [ 'Decent restaurant near the Elb River', 'Good restaurand, but not impressive!' ], [ '12/29/2017', '05/07/2017' ] ]",/Restaurant_Review-g187331-d801871-Reviews-Steak_Fisch_Schnitzelhaus-Hamburg.html,d801871,1
2643,Bambusgarten,Hamburg,"[ 'Cafe', 'Asian' ]",2651.0,2.5,$$ - $$$,16.0,"[ [ 'Major Improvement', 'We Walked Out' ], [ '02/08/2016', '07/26/2012' ] ]",/Restaurant_Review-g187331-d3186529-Reviews-Bambusgarten-Hamburg.html,d3186529,1
2646,Steak & Fish House,Hamburg,"[ 'German', 'European' ]",2654.0,2.5,$$ - $$$,128.0,"[ [ 'Average food', 'Attractive looking restaurant which doesnt...' ], [ '12/16/2017', '12/02/2017' ] ]",/Restaurant_Review-g187331-d3962369-Reviews-Steak_Fish_House-Hamburg.html,d3962369,1
2647,Sky & Sand Beachclub,Hamburg,[ 'Contemporary' ],2655.0,2.5,$$ - $$$,22.0,"[ [ 'Expectations were fulfilled', 'Long waits, rude waiter but fun experience...' ], [ '10/02/2016', '08/01/2015' ] ]",/Restaurant_Review-g187331-d3182144-Reviews-Sky_Sand_Beachclub-Hamburg.html,d3182144,1
2177,Anna Sgroi,Hamburg,"[ 'Italian', 'Vegetarian Friendly' ]",2181.0,3.0,$$$$,123.0,"[ [ 'Delicious ravioli but fish was well and tr...', 'Decent but flawed' ], [ '12/30/2017', '11/14/2017' ] ]",/Restaurant_Review-g187331-d4115001-Reviews-Anna_Sgroi-Hamburg.html,d4115001,1
2573,Mississippi Queen,Hamburg,[ 'American' ],2579.0,3.0,$$$$,7.0,"[ [ 'Queen of the Elbe!' ], [ '01/01/2016' ] ]",/Restaurant_Review-g187331-d742780-Reviews-Mississippi_Queen-Hamburg.html,d742780,1
2577,La Cocina Kochschulen,Hamburg,[ 'International' ],2583.0,3.0,$$$$,2.0,"[ [ 'Cancellation without money back!' ], [ '11/17/2017' ] ]",/Restaurant_Review-g187331-d10797989-Reviews-La_Cocina_Kochschulen-Hamburg.html,d10797989,1
1093,Bistro Piratti,Helsinki,"[ 'Bar', 'Pub' ]",1094.0,2.0,$,3.0,"[ [ 'Popular in 80s', 'Old and dirty - with lousy service' ], [ '12/05/2014', '07/20/2014' ] ]",/Restaurant_Review-g189934-d878261-Reviews-Bistro_Piratti-Helsinki_Uusimaa.html,d878261,1
1127,Spasso,Helsinki,"[ 'Italian', 'Pizza' ]",1128.0,2.0,$$ - $$$,5.0,"[ [  ], [  ] ]",/Restaurant_Review-g189934-d12321557-Reviews-Spasso-Helsinki_Uusimaa.html,d12321557,1
